Longitude,Latitude,Grid(Long-Lad size 0.00005),Grid2(Long-Lad size 0.0005),Grid3(Long-Lad size 0.0001),Grid4(Long-Lad size 0.001),Roadsegment
-8.633538,41.158665,11_62,2_7,6_31,1_4,128147
-8.633322,41.158611,15_61,2_7,8_31,1_4,128150
-8.633178,41.159268,18_74,2_8,9_37,1_4,52556
-8.624115,41.158926,200_67,20_7,100_34,10_4,208983
-8.624682,41.159664,188_82,19_9,94_41,10_5,208975
-8.624691,41.159781,188_84,19_9,94_42,10_5,208974
-8.624358,41.158944,195_67,20_7,98_34,10_4,3587
-8.624682,41.159547,188_79,19_8,94_40,10_4,208975
-8.6247,41.159772,188_84,19_9,94_42,10_5,208974
-8.627418,41.155641,134_1,14_1,67_1,7_1,80866
-8.628075,41.156442,120_17,12_2,60_9,6_1,80864
-8.628255,41.156577,117_20,12_2,59_10,6_1,80864
-8.628435,41.157171,113_32,12_4,57_16,6_2,276271
-8.628111,41.157387,120_36,12_4,60_18,6_2,276274
-8.628021,41.157585,121_40,13_4,61_20,7_2,276278
-8.628102,41.15844,120_57,12_6,60_29,6_3,134544
-8.62866,41.158809,109_65,11_7,55_33,6_4,134548
-8.629281,41.158863,96_66,10_7,48_33,5_4,276241
-8.629668,41.158764,89_64,9_7,45_32,5_4,276243
-8.630226,41.158404,77_56,8_6,39_28,4_3,276247
-8.631531,41.158422,51_57,6_6,26_29,3_3,288427
-8.633313,41.158656,16_62,2_7,8_31,1_4,288419
-8.628624,41.158836,109_65,11_7,55_33,6_4,134548
-8.623359,41.16015,215_91,22_10,108_46,11_5,208041
-8.624025,41.159961,201_88,21_9,101_44,11_5,208041
-8.626374,41.159007,154_69,16_7,77_35,8_4,2652
-8.627904,41.158359,124_56,13_6,62_28,7_3,2653
-8.629362,41.158755,95_63,10_7,48_32,5_4,250688
-8.630172,41.158377,78_56,8_6,39_28,4_3,276247
-8.630307,41.157513,76_39,8_4,38_20,4_2,276251
-8.629803,41.155983,86_8,9_1,43_4,5_1,2936
-8.63019,41.159142,78_71,8_8,39_36,4_4,156183
-8.630028,41.158953,81_67,9_7,41_34,5_4,156185
-8.630154,41.158341,79_55,8_6,40_28,4_3,276247
-8.630334,41.157711,75_43,8_5,38_22,4_3,276250
-8.629218,41.157081,98_30,10_3,49_15,5_2,274005
-8.628102,41.156451,120_17,12_2,60_9,6_1,80864
-8.630226,41.157396,77_36,8_4,39_18,4_2,276253
-8.630091,41.157225,80_33,8_4,40_17,4_2,276254
-8.629416,41.156973,94_28,10_3,47_14,5_2,250654
-8.628507,41.157189,112_32,12_4,56_16,6_2,274011
-8.628156,41.15754,119_39,12_4,60_20,6_2,274013
-8.628057,41.157585,121_40,13_4,61_20,7_2,274014
-8.628021,41.157891,121_46,13_5,61_23,7_3,274018
-8.628606,41.158692,110_62,11_7,55_31,6_4,134547
-8.628651,41.159682,109_82,11_9,55_41,6_5,148168
-8.628921,41.159178,103_72,11_8,52_36,6_4,136780
-8.629605,41.158773,90_64,9_7,45_32,5_4,276243
-8.630298,41.158008,76_49,8_5,38_25,4_3,276265
-8.629911,41.157189,84_32,9_4,42_16,5_2,276255
-8.62875,41.157027,107_29,11_3,54_15,6_2,276262
-8.62785,41.157603,125_40,13_4,63_20,7_2,276278
-8.627823,41.157747,125_43,13_5,63_22,7_3,2954
-8.626401,41.157576,154_40,16_4,77_20,8_2,2951
-8.624943,41.157063,183_30,19_3,92_15,10_2,10812
-8.625375,41.155839,174_5,18_1,87_3,9_1,10813
-8.623215,41.15574,218_3,22_1,109_2,11_1,10801
-8.623575,41.157027,210_29,21_3,105_15,11_2,80862
-8.626554,41.157531,151_39,16_4,76_20,8_2,2952
-8.628021,41.158125,121_51,13_6,61_26,7_3,276268
-8.628723,41.158845,107_65,11_7,54_33,6_4,134548
-8.629137,41.158935,99_67,10_7,50_34,5_4,136783
-8.629632,41.158836,89_65,9_7,45_33,5_4,276243
-8.629839,41.158773,85_64,9_7,43_32,5_4,276244
-8.630109,41.158521,80_59,8_6,40_30,4_3,276246
-8.630334,41.157882,75_46,8_5,38_23,4_3,276249
-8.629641,41.157027,89_29,9_3,45_15,5_2,276256
-8.629533,41.156505,91_18,10_2,46_9,5_1,2934
-8.62983,41.155785,85_4,9_1,43_2,5_1,2938
-8.633268,41.158476,17_58,2_6,9_29,1_3,197343
-8.632557,41.157738,31_43,4_5,16_22,2_3,259926
-8.631684,41.156811,48_25,5_3,24_13,3_2,259928
-8.631072,41.156874,60_26,6_3,30_13,3_2,10197
-8.630766,41.156973,67_28,7_3,34_14,4_2,10197
-8.630433,41.157144,73_31,8_4,37_16,4_2,10197
-8.630352,41.157252,75_33,8_4,38_17,4_2,10197
-8.6301,41.15727,80_34,8_4,40_17,4_2,276254
-8.629875,41.157072,84_30,9_3,42_15,5_2,276255
-8.629164,41.156982,99_28,10_3,50_14,5_2,276260
-8.628507,41.157036,112_29,12_3,56_15,6_2,276271
-8.627706,41.157567,128_40,13_4,64_20,7_2,2966
-8.625996,41.157369,162_36,17_4,81_18,9_2,2971
-8.625213,41.157153,178_31,18_4,89_16,9_2,2971
-8.625186,41.156433,178_17,18_2,89_9,9_1,10813
-8.623728,41.155677,207_2,21_1,104_1,11_1,10797
-8.628345,41.15727,115_34,12_4,58_17,6_2,274012
-8.627985,41.157621,122_41,13_5,61_21,7_3,274014
-8.628012,41.158044,122_49,13_5,61_25,7_3,274018
-8.629065,41.158854,101_65,11_7,51_33,6_4,276277
-8.629893,41.158719,84_63,9_7,42_32,5_4,156186
-8.630793,41.15826,66_54,7_6,33_27,4_3,288427
-8.632629,41.158566,29_60,3_6,15_30,2_3,288431
-8.633916,41.158782,4_64,1_7,2_32,1_4,288419
-8.63325,41.158683,17_62,2_7,9_31,1_4,288419
-8.631333,41.158395,55_56,6_6,28_28,3_3,288427
-8.63091,41.158422,64_57,7_6,32_29,4_3,288427
-8.630343,41.157702,75_42,8_5,38_21,4_3,276250
-8.629668,41.156802,89_24,9_3,45_12,5_2,208935
-8.629902,41.155974,84_8,9_1,42_4,5_1,2936
-8.633592,41.158611,10_61,1_7,5_31,1_4,128146
-8.633223,41.158773,17_64,2_7,9_32,1_4,52556
-8.633034,41.159385,21_76,3_8,11_38,2_4,52556
-8.6283,41.157387,116_36,12_4,58_18,6_2,225386
-8.62821,41.157549,118_39,12_4,59_20,6_2,250667
-8.628291,41.158647,116_61,12_7,58_31,6_4,134546
-8.628804,41.159367,106_76,11_8,53_38,6_4,148168
-8.623926,41.158872,203_66,21_7,102_33,11_4,208983
-8.624502,41.159547,192_79,20_8,96_40,10_4,208976
-8.630208,41.159196,78_72,8_8,39_36,4_4,156183
-8.630064,41.158971,81_68,9_7,41_34,5_4,156185
-8.630019,41.15853,82_59,9_6,41_30,5_3,276246
-8.630208,41.158251,78_53,8_6,39_27,4_3,276264
-8.630244,41.157495,77_38,8_4,39_19,4_2,276252
-8.62974,41.157117,87_31,9_4,44_16,5_2,276256
-8.629398,41.157036,94_29,10_3,47_15,5_2,276257
-8.628381,41.156757,114_24,12_3,57_12,6_2,80864
-8.627787,41.15592,126_7,13_1,63_4,7_1,80864
-8.624601,41.159277,190_74,19_8,95_37,10_4,208979
-8.624709,41.159664,188_82,19_9,94_41,10_5,208975
-8.624727,41.160195,187_92,19_10,94_46,10_5,229911
-8.633583,41.158665,10_62,1_7,5_31,1_4,164196
-8.633214,41.158584,18_60,2_6,9_30,1_3,164197
-8.631594,41.158251,50_53,5_6,25_27,3_3,288425
-8.630964,41.158143,63_51,7_6,32_26,4_3,288426
-8.630613,41.158089,70_50,7_5,35_25,4_3,288433
-8.630019,41.157225,82_33,9_4,41_17,5_2,276254
-8.628885,41.156892,104_26,11_3,52_13,6_2,276261
-8.627994,41.157477,122_38,13_4,61_19,7_2,276275
-8.626473,41.157423,152_37,16_4,76_19,8_2,2969
-8.625132,41.157189,179_32,18_4,90_16,9_2,2971
-8.625015,41.156631,182_21,19_3,91_11,10_2,128396
-8.63073,41.159862,67_86,7_9,34_43,4_5,142764
-8.630244,41.159124,77_71,8_8,39_36,4_4,156183
-8.62992,41.158728,83_63,9_7,42_32,5_4,156186
-8.630109,41.158449,80_57,8_6,40_29,4_3,276246
-8.630289,41.157567,76_40,8_4,38_20,4_2,276251
-8.629578,41.157027,90_29,9_3,45_15,5_2,276257
-8.629695,41.155776,88_4,9_1,44_2,5_1,225125
-8.628075,41.156208,120_13,12_2,60_7,6_1,80864
-8.628462,41.156721,113_23,12_3,57_12,6_2,80864
-8.628264,41.157045,117_29,12_3,59_15,6_2,276271
-8.627922,41.157369,123_36,13_4,62_18,7_2,276274
-8.627958,41.157459,123_38,13_4,62_19,7_2,276275
-8.628012,41.157936,122_47,13_5,61_24,7_3,274018
-8.628417,41.158674,114_62,12_7,57_31,6_4,134547
-8.628687,41.159124,108_71,11_8,54_36,6_4,148168
-8.628435,41.160051,113_89,12_9,57_45,6_5,148169
-8.624223,41.159043,197_69,20_7,99_35,10_4,16854
-8.628426,41.157495,113_38,12_4,57_19,6_2,225383
-8.627859,41.157603,125_40,13_4,63_20,7_2,2963
-8.62695,41.157513,143_39,15_4,72_20,8_2,2967
-8.625213,41.157189,178_32,18_4,89_16,9_2,2971
-8.624997,41.157072,182_30,19_3,91_15,10_2,10812
-8.625303,41.155893,176_6,18_1,88_3,9_1,10813
-8.623287,41.15574,216_3,22_1,108_2,11_1,10800
-8.624259,41.158899,197_66,20_7,99_33,10_4,208983
-8.624691,41.159277,188_74,19_8,94_37,10_4,208979
-8.624736,41.160159,187_92,19_10,94_46,10_5,229911
-8.624538,41.157243,191_33,20_4,96_17,10_2,2949
-8.626221,41.157522,157_39,16_4,79_20,8_2,2951
-8.62749,41.157738,132_43,14_5,66_22,7_3,2952
-8.627616,41.157792,130_44,13_5,65_22,7_3,2952
-8.627913,41.158026,124_49,13_5,62_25,7_3,276267
-8.628048,41.158404,121_56,13_6,61_28,7_3,276270
-8.62884,41.158989,105_68,11_7,53_34,6_4,148167
-8.628768,41.159223,107_73,11_8,54_37,6_4,148168
-8.624628,41.159556,189_80,19_8,95_40,10_4,208975
-8.624673,41.159655,188_81,19_9,94_41,10_5,208975
-8.624682,41.15997,188_88,19_9,94_44,10_5,276585
-8.624079,41.158854,200_65,20_7,100_33,10_4,208983
-8.623242,41.159448,217_77,22_8,109_39,11_4,3584
-8.628435,41.157639,113_41,12_5,57_21,6_3,274042
-8.62839,41.157729,114_43,12_5,57_22,6_3,274043
-8.628291,41.157711,116_43,12_5,58_22,6_3,225393
-8.628039,41.15799,121_48,13_5,61_24,7_3,274018
-8.628561,41.158854,111_65,12_7,56_33,6_4,134548
-8.629002,41.158908,102_67,11_7,51_34,6_4,276277
-8.629371,41.158764,94_64,10_7,47_32,5_4,250688
-8.630046,41.158422,81_57,9_6,41_29,5_3,250694
-8.63028,41.157693,76_42,8_5,38_21,4_3,250700
-8.629884,41.157153,84_31,9_4,42_16,5_2,276255
-8.62965,41.157081,89_30,9_3,45_15,5_2,276256
-8.62956,41.156451,91_17,10_2,46_9,5_1,2934
-8.627958,41.156298,123_14,13_2,62_7,7_1,80864
-8.628003,41.15772,122_43,13_5,61_22,7_3,276278
-8.630298,41.159322,76_75,8_8,38_38,4_4,156182
-8.629956,41.158557,83_60,9_6,42_30,5_3,276245
-8.630244,41.158071,77_50,8_5,39_25,4_3,276265
-8.629938,41.157171,83_32,9_4,42_16,5_2,276255
-8.629704,41.155929,88_7,9_1,44_4,5_1,2936
-8.6274,41.155668,134_2,14_1,67_1,7_1,80866
-8.627643,41.155884,129_6,13_1,65_3,7_1,80864
-8.627832,41.156073,125_10,13_1,63_5,7_1,80864
-8.628219,41.156595,118_20,12_2,59_10,6_1,80864
-8.628471,41.156874,112_26,12_3,56_13,6_2,80864
-8.628534,41.157036,111_29,12_3,56_15,6_2,80865
-8.627985,41.157495,122_38,13_4,61_19,7_2,276275
-8.627994,41.157585,122_40,13_4,61_20,7_2,276278
-8.627949,41.157801,123_44,13_5,62_22,7_3,276279
-8.628084,41.15844,120_57,12_6,60_29,6_3,134544
-8.628579,41.1588,110_64,11_7,55_32,6_4,134548
-8.628669,41.159592,109_80,11_8,55_40,6_4,148168
-8.623935,41.157189,203_32,21_4,102_16,11_2,80863
-8.624943,41.157459,183_38,19_4,92_19,10_2,3587
-8.624682,41.158026,188_49,19_5,94_25,10_3,3587
-8.624502,41.158458,192_58,20_6,96_29,10_3,3587
-8.627751,41.156226,127_13,13_2,64_7,7_1,80864
-8.628426,41.156766,113_24,12_3,57_12,6_2,80864
-8.628543,41.15673,111_23,12_3,56_12,6_2,80864
-8.628363,41.157306,115_35,12_4,58_18,6_2,274012
-8.627967,41.157702,123_42,13_5,62_21,7_3,225395
-8.628039,41.158323,121_55,13_6,61_28,7_3,276269
-8.629623,41.158827,89_65,9_7,45_33,5_4,276243
-8.630118,41.158503,80_58,8_6,40_29,4_3,276246
-8.632053,41.158467,41_58,5_6,21_29,3_3,288429
-8.630118,41.157441,80_37,8_4,40_19,4_2,250702
-8.629425,41.156919,93_27,10_3,47_14,5_2,208934
-8.628021,41.156307,121_15,13_2,61_8,7_1,80864
-8.628273,41.157675,116_42,12_5,58_21,6_3,225393
-8.627112,41.157612,140_41,14_5,70_21,7_3,2967
-8.625339,41.15727,175_34,18_4,88_17,9_2,2971
-8.624907,41.156874,184_26,19_3,92_13,10_2,10812
-8.62524,41.155902,177_6,18_1,89_3,9_1,10813
-8.624214,41.155632,198_1,20_1,99_1,10_1,10795
-8.62803,41.156208,121_13,13_2,61_7,7_1,80864
-8.628039,41.156325,121_15,13_2,61_8,7_1,80864
-8.628138,41.156469,119_18,12_2,60_9,6_1,80864
-8.6283,41.156703,116_22,12_3,58_11,6_2,80864
-8.628489,41.156946,112_27,12_3,56_14,6_2,80865
-8.6283,41.15727,116_34,12_4,58_17,6_2,274012
-8.628246,41.157333,117_35,12_4,59_18,6_2,274013
-8.628048,41.157495,121_38,13_4,61_19,7_2,274013
-8.62821,41.15808,118_50,12_5,59_25,6_3,225341
-8.628885,41.158881,104_66,11_7,52_33,6_4,276276
-8.629902,41.158719,84_63,9_7,42_32,5_4,276245
-8.63019,41.158503,78_58,8_6,39_29,4_3,276246
-8.624664,41.15997,189_88,19_9,95_44,10_5,276585
-8.623836,41.158809,205_65,21_7,103_33,11_4,208983
-8.624682,41.159466,188_78,19_8,94_39,10_4,208977
-8.62389,41.158755,204_63,21_7,102_32,11_4,208983
-8.624313,41.157063,196_30,20_3,98_15,10_2,2949
-8.626131,41.157432,159_37,16_4,80_19,8_2,2951
-8.627589,41.157585,130_40,13_4,65_20,7_2,2952
-8.628417,41.158566,114_60,12_6,57_30,6_3,134546
-8.62947,41.1588,92_64,10_7,46_32,5_4,276242
-8.629587,41.158782,90_64,9_7,45_32,5_4,276243
-8.630559,41.158215,71_53,8_6,36_27,4_3,231194
-8.628291,41.157396,116_36,12_4,58_18,6_2,274013
-8.628111,41.157576,120_40,12_4,60_20,6_2,274014
-8.628156,41.15826,119_54,12_6,60_27,6_3,250672
-8.628867,41.158872,105_66,11_7,53_33,6_4,148165
-8.628606,41.159952,110_87,11_9,55_44,6_5,148168
-8.624007,41.157144,202_31,21_4,101_16,11_2,80863
-8.625456,41.157333,173_35,18_4,87_18,9_2,2951
-8.626401,41.157558,154_40,16_4,77_20,8_2,2951
-8.626491,41.157621,152_41,16_5,76_21,8_3,2952
-8.630919,41.15997,64_88,7_9,32_44,4_5,142763
-8.630082,41.158377,80_56,8_6,40_28,4_3,250694
-8.630109,41.157387,80_36,8_4,40_18,4_2,250702
-8.628795,41.156955,106_27,11_3,53_14,6_2,276261
-8.627634,41.155785,129_4,13_1,65_2,7_1,127920
-8.624646,41.160051,189_89,19_9,95_45,10_5,229911
-8.624574,41.159259,190_74,19_8,95_37,10_4,208980
-8.624367,41.159952,195_87,20_9,98_44,10_5,208041
-8.624547,41.159916,191_87,20_9,96_44,10_5,208041
-8.626329,41.159169,155_72,16_8,78_36,8_4,2652
-8.627427,41.158701,133_62,14_7,67_31,7_4,2653
-8.627517,41.158656,132_62,14_7,66_31,7_4,2653
-8.627607,41.158611,130_61,13_7,65_31,7_4,2653
-8.628822,41.158917,105_67,11_7,53_34,6_4,276276
-8.629596,41.158791,90_64,9_7,45_32,5_4,276243
-8.630145,41.158386,79_56,8_6,40_28,4_3,276247
-8.630208,41.157513,78_39,8_4,39_20,4_2,276252
-8.629551,41.156982,91_28,10_3,46_14,5_2,276257
-8.629632,41.156316,89_15,9_2,45_8,5_1,2934
-8.627724,41.157612,127_41,13_5,64_21,7_3,2966
-8.628048,41.157981,121_48,13_5,61_24,7_3,274018
-8.628012,41.158098,122_50,13_5,61_25,7_3,274019
-8.628957,41.158899,103_66,11_7,52_33,6_4,276277
-8.629326,41.158881,95_66,10_7,48_33,5_4,276242
-8.629749,41.158701,87_62,9_7,44_31,5_4,276244
-8.630298,41.157792,76_44,8_5,38_22,4_3,276250
-8.630019,41.157297,82_34,9_4,41_17,5_2,276254
-8.629524,41.157045,91_29,10_3,46_15,5_2,276257
-8.6283,41.156757,116_24,12_3,58_12,6_2,80864
-8.627481,41.155848,132_5,14_1,66_3,7_1,80868
-8.633655,41.158737,9_63,1_7,5_32,1_4,288419
-8.63145,41.158332,53_55,6_6,27_28,3_3,288427
-8.630829,41.158188,65_52,7_6,33_26,4_3,288427
-8.629236,41.156478,97_18,10_2,49_9,5_1,254821
-8.629173,41.156406,98_17,10_2,49_9,5_1,254821
-8.629335,41.156442,95_17,10_2,48_9,5_1,254821
-8.629614,41.156469,90_18,9_2,45_9,5_1,2934
-8.629884,41.155731,84_3,9_1,42_2,5_1,2939
-8.630487,41.159475,72_78,8_8,36_39,4_4,156182
-8.629974,41.158521,82_59,9_6,41_30,5_3,250692
-8.630217,41.157765,78_44,8_5,39_22,4_3,250699
-8.629551,41.157027,91_29,10_3,46_15,5_2,274004
-8.628543,41.156892,111_26,12_3,56_13,6_2,80865
-8.627778,41.155974,126_8,13_1,63_4,7_1,80864
-8.624475,41.157171,192_32,20_4,96_16,10_2,2949
-8.626554,41.15754,151_39,16_4,76_20,8_2,2952
-8.627652,41.157738,129_43,13_5,65_22,7_3,2952
-8.627724,41.157684,127_42,13_5,64_21,7_3,2952
-8.627922,41.15772,123_43,13_5,62_22,7_3,276279
-8.628012,41.158098,122_50,13_5,61_25,7_3,274019
-8.628156,41.158422,119_57,12_6,60_29,6_3,274023
-8.628876,41.158944,104_67,11_7,52_34,6_4,148167
-8.628651,41.159781,109_84,11_9,55_42,6_5,148168
-8.623701,41.155623,208_1,21_1,104_1,11_1,10797
-8.623242,41.155785,217_4,22_1,109_2,11_1,10801
-8.62821,41.15763,118_41,12_5,59_21,6_3,250668
-8.628075,41.15772,120_43,12_5,60_22,6_3,274015
-8.626464,41.157495,153_38,16_4,77_19,8_2,2969
-8.62542,41.157315,173_35,18_4,87_18,9_2,2971
-8.62515,41.156676,179_22,18_3,90_11,9_2,10812
-8.625411,41.155794,174_4,18_1,87_2,9_1,10813
-8.623449,41.155776,213_4,22_1,107_2,11_1,10799
-8.627859,41.157477,125_38,13_4,63_19,7_2,276275
-8.627823,41.157549,125_39,13_4,63_20,7_2,276278
-8.628012,41.157819,122_45,13_5,61_23,7_3,274017
-8.628003,41.158125,122_51,13_6,61_26,7_3,274019
-8.629155,41.158791,99_64,10_7,50_32,5_4,250686
-8.629461,41.158809,93_65,10_7,47_33,5_4,250688
-8.629749,41.158737,87_63,9_7,44_32,5_4,250690
-8.630262,41.15781,77_45,8_5,39_23,4_3,250699
-8.629695,41.15709,88_30,9_3,44_15,5_2,250707
-8.628615,41.157027,110_29,11_3,55_15,6_2,276263
-8.627841,41.155992,125_8,13_1,63_4,7_1,80864
-8.627436,41.155632,133_1,14_1,67_1,7_1,80866
-8.628543,41.156856,111_26,12_3,56_13,6_2,80864
-8.62866,41.156955,109_27,11_3,55_14,6_2,80865
-8.628039,41.157675,121_42,13_5,61_21,7_3,274015
-8.628066,41.157864,121_46,13_5,61_23,7_3,274017
-8.628327,41.158611,115_61,12_7,58_31,6_4,134546
-8.628831,41.15943,105_77,11_8,53_39,6_4,148168
-8.628507,41.160195,112_92,12_10,56_46,6_5,148169
-8.623764,41.16006,207_90,21_9,104_45,11_5,208041
-8.625573,41.159466,170_78,17_8,85_39,9_4,2652
-8.627625,41.158521,129_59,13_6,65_30,7_3,2653
-8.627679,41.158638,128_61,13_7,64_31,7_4,2653
-8.627931,41.158548,123_59,13_6,62_30,7_3,2653
-8.629407,41.158809,94_65,10_7,47_33,5_4,276242
-8.629542,41.158809,91_65,10_7,46_33,5_4,276243
-8.630298,41.158152,76_51,8_6,38_26,4_3,276264
-8.629911,41.157081,84_30,9_3,42_15,5_2,276255
-8.629659,41.156037,89_9,9_1,45_5,5_1,2936
-8.633601,41.15862,10_61,1_7,5_31,1_4,128146
-8.633196,41.158782,18_64,2_7,9_32,1_4,52556
-8.633007,41.159484,22_78,3_8,11_39,2_4,52556
-8.63289,41.159862,24_86,3_9,12_43,2_5,52556
-8.627697,41.157774,128_44,13_5,64_22,7_3,2952
-8.627886,41.157738,124_43,13_5,62_22,7_3,2955
-8.627949,41.158125,123_51,13_6,62_26,7_3,276268
-8.627886,41.158467,124_58,13_6,62_29,7_3,2653
-8.627067,41.158854,141_65,15_7,71_33,8_4,2652
-8.625492,41.159547,172_79,18_8,86_40,9_4,2652
-8.624961,41.15979,183_84,19_9,92_42,10_5,2652
-8.624619,41.159367,190_76,19_8,95_38,10_4,208978
-8.624664,41.1597,189_82,19_9,95_41,10_5,208974
-8.624682,41.159826,188_85,19_9,94_43,10_5,208974
-8.628687,41.159871,108_86,11_9,54_43,6_5,136780
-8.629353,41.158935,95_67,10_7,48_34,5_4,276242
-8.63037,41.158287,74_54,8_6,37_27,4_3,231189
-8.632431,41.158548,33_59,4_6,17_30,2_3,288431
-8.633421,41.158719,13_63,2_7,7_32,1_4,288419
-8.63379,41.158791,6_64,1_7,3_32,1_4,288419
-8.626032,41.157234,161_33,17_4,81_17,9_2,273140
-8.625672,41.157162,168_32,17_4,84_16,9_2,2971
-8.625123,41.157063,179_30,18_3,90_15,9_2,2971
-8.625051,41.157117,181_31,19_4,91_16,10_2,2971
-8.62515,41.157171,179_32,18_4,90_16,9_2,2971
-8.627283,41.157306,136_35,14_4,68_18,7_2,2967
-8.627769,41.157432,127_37,13_4,64_19,7_2,2966
-8.628048,41.157801,121_44,13_5,61_22,7_3,274016
-8.628075,41.158107,120_51,12_6,60_26,6_3,274019
-8.629398,41.158908,94_67,10_7,47_34,5_4,276242
-8.629497,41.158836,92_65,10_7,46_33,5_4,276243
-8.62974,41.15871,87_63,9_7,44_32,5_4,276244
-8.630109,41.15808,80_50,8_5,40_25,4_3,276264
-8.630793,41.15682,66_25,7_3,33_13,4_2,10197
-8.631504,41.156757,52_24,6_3,26_12,3_2,246159
-8.632404,41.157477,34_38,4_4,17_19,2_2,259926
-8.63289,41.158152,24_51,3_6,12_26,2_3,197345
-8.63307,41.158377,20_56,2_6,10_28,1_3,197345
-8.624232,41.159025,197_69,20_7,99_35,10_4,208983
-8.630451,41.15943,73_77,8_8,37_39,4_4,156182
-8.630109,41.158989,80_68,8_7,40_34,4_4,156185
-8.629902,41.158665,84_62,9_7,42_31,5_4,276245
-8.630253,41.158197,77_52,8_6,39_26,4_3,276264
-8.630298,41.157657,76_42,8_5,38_21,4_3,276251
-8.629812,41.157036,86_29,9_3,43_15,5_2,276256
-8.629605,41.156244,90_13,9_2,45_7,5_1,2934
-8.624331,41.159061,195_70,20_7,98_35,10_4,208982
-8.624655,41.159592,189_80,19_8,95_40,10_4,208975
-8.630334,41.159277,75_74,8_8,38_37,4_4,156182
-8.630091,41.158476,80_58,8_6,40_29,4_3,276246
-8.630253,41.157477,77_38,8_4,39_19,4_2,276252
-8.628912,41.157072,104_30,11_3,52_15,6_2,274008
-8.627751,41.15592,127_7,13_1,64_4,7_1,80864
-8.624718,41.159754,188_83,19_9,94_42,10_5,208974
-8.623548,41.158431,211_57,22_6,106_29,11_3,53210
-8.628255,41.156721,117_23,12_3,59_12,6_2,80864
-8.62857,41.156829,110_25,11_3,55_13,6_2,80864
-8.628462,41.157171,113_32,12_4,57_16,6_2,274012
-8.628048,41.15763,121_41,13_5,61_21,7_3,274014
-8.627985,41.158008,122_49,13_5,61_25,7_3,274018
-8.628831,41.158845,105_65,11_7,53_33,6_4,276276
-8.629362,41.158863,95_66,10_7,48_33,5_4,276242
-8.629731,41.158746,87_63,9_7,44_32,5_4,276244
-8.630208,41.158224,78_53,8_6,39_27,4_3,276264
-8.630361,41.157306,75_35,8_4,38_18,4_2,10196
-8.631495,41.156829,52_25,6_3,26_13,3_2,246159
-8.632071,41.157315,40_35,4_4,20_18,2_2,259927
-8.632665,41.157963,29_48,3_5,15_24,2_3,259925
-8.633052,41.158386,21_56,3_6,11_28,2_3,259930
-8.630667,41.159754,69_83,7_9,35_42,4_5,142764
-8.630154,41.159016,79_69,8_7,40_35,4_4,156185
-8.630226,41.158944,77_67,8_7,39_34,4_4,156185
-8.630064,41.15871,81_63,9_7,41_32,5_4,156186
-8.6301,41.158539,80_59,8_6,40_30,4_3,276246
-8.630298,41.158053,76_49,8_5,38_25,4_3,276265
-8.629929,41.157144,83_31,9_4,42_16,5_2,276255
-8.62911,41.157027,100_29,10_3,50_15,5_2,276260
-8.628426,41.156703,113_22,12_3,57_11,6_2,80864
-8.627733,41.155839,127_5,13_1,64_3,7_1,80864
-8.624718,41.160123,188_91,19_10,94_46,10_5,229911
-8.624718,41.159961,188_88,19_9,94_44,10_5,276585
-8.623881,41.158791,204_64,21_7,102_32,11_4,208983
-8.623233,41.156874,217_26,22_3,109_13,11_2,80862
-8.625366,41.157252,175_33,18_4,88_17,9_2,2971
-8.627742,41.157666,127_42,13_5,64_21,7_3,2966
-8.628048,41.157981,121_48,13_5,61_24,7_3,250669
-8.62812,41.158071,119_50,12_5,60_25,6_3,225359
-8.629308,41.158674,96_62,10_7,48_31,5_4,225308
-8.629443,41.158818,93_65,10_7,47_33,5_4,250688
-8.629749,41.158737,87_63,9_7,44_32,5_4,250690
-8.6301,41.158512,80_59,8_6,40_30,4_3,276246
-8.630379,41.15781,74_45,8_5,37_23,4_3,276250
-8.63055,41.15727,71_34,8_4,36_17,4_2,10197
-8.631216,41.156829,58_25,6_3,29_13,3_2,10198
-8.632179,41.157441,38_37,4_4,19_19,2_2,259927
-8.632719,41.158017,28_49,3_5,14_25,2_3,259925
-8.633538,41.158602,11_60,2_6,6_30,1_3,164196
-8.624133,41.159061,199_70,20_7,100_35,10_4,16855
-8.6337,41.158656,8_62,1_7,4_31,1_4,164195
-8.632548,41.158467,31_58,4_6,16_29,2_3,288425
-8.632233,41.158404,37_56,4_6,19_28,2_3,288425
-8.632053,41.158512,41_59,5_6,21_30,3_3,288425
-8.631756,41.158413,47_57,5_6,24_29,3_3,288425
-8.631702,41.158341,48_55,5_6,24_28,3_3,288425
-8.63127,41.158278,56_54,6_6,28_27,3_3,288426
-8.631126,41.158242,59_53,6_6,30_27,3_3,288426
-8.630937,41.158215,63_53,7_6,32_27,4_3,288426
-8.630721,41.158179,67_52,7_6,34_26,4_3,288426
-8.630028,41.157324,81_35,9_4,41_18,5_2,276254
-8.629596,41.157063,90_30,9_3,45_15,5_2,276256
-8.629497,41.157009,92_29,10_3,46_15,5_2,276257
-8.628885,41.156964,104_28,11_3,52_14,6_2,276261
-8.628507,41.157135,112_31,12_4,56_16,6_2,276271
-8.627742,41.157504,127_38,13_4,64_19,7_2,2966
-8.625942,41.157369,163_36,17_4,82_18,9_2,2971
-8.625411,41.15727,174_34,18_4,87_17,9_2,2971
